"","site","group","year","var","estimate","MOE","diff","statsig_90per_value","statsig_90per","statsig_95per_value","statsig_95per"
"1","Fresno","TCC",2013,"Pop_tot",39140,1646.96569484613,0,0,NA,0,NA
"2","Fresno","Control",2013,"Pop_tot",48862,1786.40420957856,24.8390393459377,6.5820026781757,"significant",7.84238616974126,"significant"
"3","Fresno","TCC",2014,"Pop_tot",39389,1498.60268250127,0,0,NA,0,NA
"4","Fresno","Control",2014,"Pop_tot",49190,1715.99417248428,24.8825814313641,7.07675161880786,"significant",8.43187426921788,"significant"
"5","Fresno","TCC",2015,"Pop_tot",38854,1348.96515892739,0,0,NA,0,NA
"6","Fresno","Control",2015,"Pop_tot",48698,1597.51369321205,25.335872754414,7.74478739474817,"significant",9.22783178948718,"significant"
"7","Fresno","TCC",2016,"Pop_tot",39322,1411.48538780959,0,0,NA,0,NA
"8","Fresno","Control",2016,"Pop_tot",48026,1571.7168956272,22.1351914958547,6.77784345626821,"significant",8.07572837342595,"significant"
"9","Fresno","TCC",2017,"Pop_tot",38699,1500.9626910753,0,0,NA,0,NA
"10","Fresno","Control",2017,"Pop_tot",48598,1795.50772763583,25.5794723377865,6.95819000188345,"significant",8.29060936394623,"significant"
"11","Fresno","TCC",2018,"Pop_tot",39860,1493.88955415051,0,0,NA,0,NA
"12","Fresno","Control",2018,"Pop_tot",50165,1632.78167554637,25.8529854490718,7.65982074910139,"significant",9.12659493509953,"significant"
"13","Fresno","TCC",2013,"Hisp_per",61.5355135411344,2.88314653826416,0,0,NA,0,NA
"14","Fresno","Control",2013,"Hisp_per",58.2354385821293,3.28254591452812,-5.36287871685534,1.24254913277397,"nonsignificant",1.48048407309239,"nonsignificant"
"15","Fresno","TCC",2014,"Hisp_per",63.4542638807789,2.5539068857966,0,0,NA,0,NA
"16","Fresno","Control",2014,"Hisp_per",55.5539743850376,2.8696672871295,-12.4503682062797,3.38301194697162,"significant",4.03082274532789,"significant"
"17","Fresno","TCC",2015,"Hisp_per",64.9585628249344,2.44505033116817,0,0,NA,0,NA
"18","Fresno","Control",2015,"Hisp_per",57.3288430736375,2.75549541650847,-11.7455180956808,3.40696871265537,"significant",4.05936697678087,"significant"
"19","Fresno","TCC",2016,"Hisp_per",65.660444534866,2.64126195367928,0,0,NA,0,NA
"20","Fresno","Control",2016,"Hisp_per",56.1529171698663,2.96188090729002,-14.4798400808132,3.94100467933867,"significant",4.69566514985033,"significant"
"21","Fresno","TCC",2017,"Hisp_per",65.4642238817541,2.7619075573233,0,0,NA,0,NA
"22","Fresno","Control",2017,"Hisp_per",59.0579859253467,2.80416473457787,-9.78586100398703,2.67745763847943,"significant",3.19016229265634,"significant"
"23","Fresno","TCC",2018,"Hisp_per",67.7546412443552,2.30460241829796,0,0,NA,0,NA
"24","Fresno","Control",2018,"Hisp_per",59.3262234625735,2.54696339060788,-12.4396168690273,4.03648931538168,"significant",4.80943407790158,"significant"
"25","Fresno","TCC",2013,"NonHisp_whit_per",6.39243740419009,1.02622027934335,0,0,NA,0,NA
"26","Fresno","Control",2013,"NonHisp_whit_per",17.5248659489992,1.83869634783831,174.149981312482,8.69683616260691,"significant",10.3621877682125,"significant"
"27","Fresno","TCC",2014,"NonHisp_whit_per",6.84455050902536,1.08522923506541,0,0,NA,0,NA
"28","Fresno","Control",2014,"NonHisp_whit_per",16.6436267534052,1.62030865586737,143.166103186156,8.26572351675394,"significant",9.84852163698342,"significant"
"29","Fresno","TCC",2015,"NonHisp_whit_per",6.23873989807999,1.03698426080496,0,0,NA,0,NA
"30","Fresno","Control",2015,"NonHisp_whit_per",15.3271181568032,1.42919482618974,145.676505307108,8.46679067748622,"significant",10.0880910199836,"significant"
"31","Fresno","TCC",2016,"NonHisp_whit_per",6.47474696098876,0.988845836436338,0,0,NA,0,NA
"32","Fresno","Control",2016,"NonHisp_whit_per",15.1417981926457,1.53645258675204,133.85930421493,7.80299635486032,"significant",9.29718714621655,"significant"
"33","Fresno","TCC",2017,"NonHisp_whit_per",7.16039174138867,1.35375451370453,0,0,NA,0,NA
"34","Fresno","Control",2017,"NonHisp_whit_per",15.3442528499115,1.96003551784771,114.293482872149,5.65151054191615,"significant",6.73371468824052,"significant"
"35","Fresno","TCC",2018,"NonHisp_whit_per",7.24535875564476,1.07761874934441,0,0,NA,0,NA
"36","Fresno","Control",2018,"NonHisp_whit_per",15.8397288946477,2.07583881949245,118.618972901889,6.04465677438679,"significant",7.20214424182255,"significant"
"37","Fresno","TCC",2013,"NonHisp_color_all_per",32.0720490546755,2.7696268089111,0,0,NA,0,NA
"38","Fresno","Control",2013,"NonHisp_color_all_per",24.2396954688715,2.25187029704422,-24.4211199990734,3.6094714003591,"significant",4.30064677489594,"significant"
"39","Fresno","TCC",2014,"NonHisp_color_all_per",29.7011856101957,2.57042343768037,0,0,NA,0,NA
"40","Fresno","Control",2014,"NonHisp_color_all_per",27.8023988615572,2.30395637496236,-6.39296617164907,0.904877430973154,"nonsignificant",1.07815183264886,"nonsignificant"
"41","Fresno","TCC",2015,"NonHisp_color_all_per",28.8026972769856,2.23694510762181,0,0,NA,0,NA
"42","Fresno","Control",2015,"NonHisp_color_all_per",27.3440387695593,2.3910031202808,-5.06431218367813,0.732833886188682,"nonsignificant",0.873163779288643,"nonsignificant"
"43","Fresno","TCC",2016,"NonHisp_color_all_per",27.8648085041453,2.10127949392022,0,0,NA,0,NA
"44","Fresno","Control",2016,"NonHisp_color_all_per",28.705284637488,2.78360689143655,3.01626380535769,0.396420301630539,"nonsignificant",0.472330572155536,"nonsignificant"
"45","Fresno","TCC",2017,"NonHisp_color_all_per",27.3753843768573,2.02697766012516,0,0,NA,0,NA
"46","Fresno","Control",2017,"NonHisp_color_all_per",25.5977612247418,2.04258809944758,-6.49350937924472,1.01617693325362,"nonsignificant",1.21076400557878,"nonsignificant"
"47","Fresno","TCC",2018,"NonHisp_color_all_per",25,1.97614920112994,0,0,NA,0,NA
"48","Fresno","Control",2018,"NonHisp_color_all_per",24.8340476427788,2.05954160976703,-0.663809428884676,0.0956431211102994,"nonsignificant",0.11395776132291,"nonsignificant"
"49","Fresno","TCC",2013,"NonHisp_color_other_per",1.72457843638222,0.647443200066277,0,0,NA,0,NA
"50","Fresno","Control",2013,"NonHisp_color_other_per",2.0670459661905,0.731893480807234,19.8580431358459,0.576524215429014,"nonsignificant",0.686922469447336,"nonsignificant"
"51","Fresno","TCC",2014,"NonHisp_color_other_per",2.07672192744167,0.757435230365579,0,0,NA,0,NA
"52","Fresno","Control",2014,"NonHisp_color_other_per",2.53100223622688,0.874926206409116,21.8748741842792,0.645753020893168,"nonsignificant",0.769407854681221,"nonsignificant"
"53","Fresno","TCC",2015,"NonHisp_color_other_per",2.12590724249755,0.627150652647421,0,0,NA,0,NA
"54","Fresno","Control",2015,"NonHisp_color_other_per",2.0575793667091,0.611791971983549,-3.21405724683345,0.128290428905992,"nonsignificant",0.152856681249693,"nonsignificant"
"55","Fresno","TCC",2016,"NonHisp_color_other_per",2.37271756268755,0.70622085892414,0,0,NA,0,NA
"56","Fresno","Control",2016,"NonHisp_color_other_per",1.8864781576646,0.533450605656213,-20.4929323518892,0.903747591308795,"nonsignificant",1.07680564070835,"nonsignificant"
"57","Fresno","TCC",2017,"NonHisp_color_other_per",1.83208868446213,0.489891844716699,0,0,NA,0,NA
"58","Fresno","Control",2017,"NonHisp_color_other_per",2.20790979052636,0.656284389658956,20.5132594972914,0.754886872584516,"nonsignificant",0.89943967797304,"nonsignificant"
"59","Fresno","TCC",2018,"NonHisp_color_other_per",2.43351731058705,0.777302633046384,0,0,NA,0,NA
"60","Fresno","Control",2018,"NonHisp_color_other_per",2.21269809628227,0.661971287884671,-9.07407616720492,0.355782385503882,"nonsignificant",0.42391092740888,"nonsignificant"
"61","Fresno","TCC",2013,"NonHisp_blac_per",20.0894225855902,1.9573218922594,0,0,NA,0,NA
"62","Fresno","Control",2013,"NonHisp_blac_per",10.7813843068233,1.56420670302592,-46.3330304248933,6.11108803691387,"significant",7.28129638440802,"significant"
"63","Fresno","TCC",2014,"NonHisp_blac_per",17.867932671558,1.91045097942125,0,0,NA,0,NA
"64","Fresno","Control",2014,"NonHisp_blac_per",12.4334214271193,1.52765706550762,-30.4148853946003,3.65465682931222,"significant",4.35448473279753,"significant"
"65","Fresno","TCC",2015,"NonHisp_blac_per",16.4744942605652,1.74750247141386,0,0,NA,0,NA
"66","Fresno","Control",2015,"NonHisp_blac_per",11.6924719701014,1.57516986546614,-29.0268230079173,3.34365629473392,"significant",3.98393090436382,"significant"
"67","Fresno","TCC",2016,"NonHisp_blac_per",17.010833630029,1.64081834566061,0,0,NA,0,NA
"68","Fresno","Control",2016,"NonHisp_blac_per",12.9117561320951,1.85407960613227,-24.0968643106228,2.72348807066622,"significant",3.24500706292146,"significant"
"69","Fresno","TCC",2017,"NonHisp_blac_per",17.3699578800486,1.79007424634278,0,0,NA,0,NA
"70","Fresno","Control",2017,"NonHisp_blac_per",10.284373842545,1.22642743600106,-40.792177427455,5.37156365271223,"significant",6.40016094791245,"significant"
"71","Fresno","TCC",2018,"NonHisp_blac_per",14.60863020572,1.50969556957516,0,0,NA,0,NA
"72","Fresno","Control",2018,"NonHisp_blac_per",10.0448519884382,1.29579396270465,-31.2402884665731,3.77344588495184,"significant",4.49602062887878,"significant"
"73","Fresno","TCC",2013,"NonHisp_asia_per",10.2580480327031,2.082223431053,0,0,NA,0,NA
"74","Fresno","Control",2013,"NonHisp_asia_per",11.3912651958577,1.59353331115515,11.0471033040775,0.710955805869801,"nonsignificant",0.847096279334231,"nonsignificant"
"75","Fresno","TCC",2014,"NonHisp_asia_per",9.75653101119602,1.74766027954475,0,0,NA,0,NA
"76","Fresno","Control",2014,"NonHisp_asia_per",12.837975198211,1.65926658255814,31.5833997091683,2.10342131414435,"significant",2.5062041189805,"significant"
"77","Fresno","TCC",2015,"NonHisp_asia_per",10.2022957739229,1.44871078406215,0,0,NA,0,NA
"78","Fresno","Control",2015,"NonHisp_asia_per",13.5939874327488,1.82085813698274,33.2443964964735,2.39779261033504,"significant",2.85694438678218,"significant"
"79","Fresno","TCC",2016,"NonHisp_asia_per",8.48125731142872,1.32363239082626,0,0,NA,0,NA
"80","Fresno","Control",2016,"NonHisp_asia_per",13.9070503477283,2.12586246700273,63.9739231704266,3.56410547421873,"significant",4.24659375651594,"significant"
"81","Fresno","TCC",2017,"NonHisp_asia_per",8.17333781234657,1.1100513581529,0,0,NA,0,NA
"82","Fresno","Control",2017,"NonHisp_asia_per",13.1054775916704,1.65718950442745,60.3442546064035,4.06763602156102,"significant",4.84654504696632,"significant"
"83","Fresno","TCC",2018,"NonHisp_asia_per",7.95785248369292,1.22582421189517,0,0,NA,0,NA
"84","Fresno","Control",2018,"NonHisp_asia_per",12.5764975580584,1.58055051321656,58.0388375360051,3.79846290419348,"significant",4.5258281411667,"significant"
"85","Fresno","TCC",2013,"NonHisp_PI_per",0.222278998467041,0.32783456855183,0,0,NA,0,NA
"86","Fresno","Control",2013,"NonHisp_PI_per",0.249682780074496,0.188075097673467,12.3285518633995,0.11927232990482,"nonsignificant",0.14211171222702,"nonsignificant"
"87","Fresno","TCC",2014,"NonHisp_PI_per",0.228490187615832,0.292844434381838,0,0,NA,0,NA
"88","Fresno","Control",2014,"NonHisp_PI_per",0.345598698922545,0.281051348078848,51.2531905762237,0.474618488672558,"nonsignificant",0.565502880120495,"nonsignificant"
"89","Fresno","TCC",2015,"NonHisp_PI_per",0.311422247387656,0.348552414051018,0,0,NA,0,NA
"90","Fresno","Control",2015,"NonHisp_PI_per",0.0862458417183457,0.0833897350478094,-72.3058187262429,1.03355640934048,"nonsignificant",1.23147146644823,"nonsignificant"
"91","Fresno","TCC",2016,"NonHisp_PI_per",0.322974416357255,0.394494772958005,0,0,NA,0,NA
"92","Fresno","Control",2016,"NonHisp_PI_per",0.0957814517136551,0.0916344002446508,-70.3439508324067,0.922801772032993,"nonsignificant",1.09950849433718,"nonsignificant"
"93","Fresno","TCC",2017,"NonHisp_PI_per",0.0852735212796196,0.11467348507416,0,0,NA,0,NA
"94","Fresno","Control",2017,"NonHisp_PI_per",0.0761348203629779,0.0821052716850083,-10.7169268719127,0.106590612935047,"nonsignificant",0.127001581369418,"nonsignificant"
"95","Fresno","TCC",2018,"NonHisp_PI_per",0.148018063221274,0.219200694566971,0,0,NA,0,NA
"96","Fresno","Control",2018,"NonHisp_PI_per",0,0.0414804187116213,-100,1.09143701129576,"nonsignificant",1.30043558792686,"nonsignificant"
"97","Fresno","TCC",2013,"NonHisp_AI_per",0.485436893203883,0.218981292405937,0,0,NA,0,NA
"98","Fresno","Control",2013,"NonHisp_AI_per",0.397036551921739,0.39138240610597,-18.2104703041218,0.324248655906065,"nonsignificant",0.386338824058291,"nonsignificant"
"99","Fresno","TCC",2014,"NonHisp_AI_per",0.390972098809312,0.190013226918603,0,0,NA,0,NA
"100","Fresno","Control",2014,"NonHisp_AI_per",0.469607643830047,0.480121321659118,20.1128278105306,0.250517005443943,"nonsignificant",0.298488346911931,"nonsignificant"
"101","Fresno","TCC",2015,"NonHisp_AI_per",0.398929325166006,0.216347718923446,0,0,NA,0,NA
"102","Fresno","Control",2015,"NonHisp_AI_per",0.264897942420633,0.29402750859049,-33.5977764205723,0.60398328760566,"nonsignificant",0.71963966182802,"nonsignificant"
"103","Fresno","TCC",2016,"NonHisp_AI_per",0.348405472763339,0.182161936353807,0,0,NA,0,NA
"104","Fresno","Control",2016,"NonHisp_AI_per",0.199891725315454,0.130501794324125,-42.6266976433994,1.09023844690267,"nonsignificant",1.29900751120318,"nonsignificant"
"105","Fresno","TCC",2017,"NonHisp_AI_per",0.302333393627742,0.150261944280646,0,0,NA,0,NA
"106","Fresno","Control",2017,"NonHisp_AI_per",0.403308778139018,0.27885079389638,33.3986872239475,0.524387249660847,"nonsignificant",0.624801829383136,"nonsignificant"
"107","Fresno","TCC",2018,"NonHisp_AI_per",0.343702960361264,0.157786881155768,0,0,NA,0,NA
"108","Fresno","Control",2018,"NonHisp_AI_per",0.374763281172132,0.240036093764936,9.0369663322714,0.177872148179177,"nonsignificant",0.211932772298594,"nonsignificant"
"109","Fresno","TCC",2013,"NonHisp_two_per",0.99386816555953,0.517082102901588,0,0,NA,0,NA
"110","Fresno","Control",2013,"NonHisp_two_per",1.40600057304245,0.592618884540256,41.4675126706461,0.862001209795381,"nonsignificant",1.02706527124556,"nonsignificant"
"111","Fresno","TCC",2014,"NonHisp_two_per",1.41663916321816,0.675178449493699,0,0,NA,0,NA
"112","Fresno","Control",2014,"NonHisp_two_per",1.66700548892051,0.676199386303098,17.6732602205915,0.4310026101876,"nonsignificant",0.513535024904375,"nonsignificant"
"113","Fresno","TCC",2015,"NonHisp_two_per",1.37180213105472,0.476040997112787,0,0,NA,0,NA
"114","Fresno","Control",2015,"NonHisp_two_per",1.63045710296111,0.525037061613312,18.8551224736414,0.600363451402937,"nonsignificant",0.715326665501372,"nonsignificant"
"115","Fresno","TCC",2016,"NonHisp_two_per",1.65810487767662,0.56033947990617,0,0,NA,0,NA
"116","Fresno","Control",2016,"NonHisp_two_per",1.53250322741848,0.506968224884438,-7.57501241020011,0.273428821946512,"nonsignificant",0.325787532532014,"nonsignificant"
"117","Fresno","TCC",2017,"NonHisp_two_per",1.39796893976589,0.45286994075656,0,0,NA,0,NA
"118","Fresno","Control",2017,"NonHisp_two_per",1.65644676735668,0.585484414711936,18.4895257854643,0.574440712353627,"nonsignificant",0.684439997697939,"nonsignificant"
"119","Fresno","TCC",2018,"NonHisp_two_per",1.89663823381836,0.729521354263366,0,0,NA,0,NA
"120","Fresno","Control",2018,"NonHisp_two_per",1.70836240406658,0.598663849704538,-9.92681821945251,0.328185336899689,"nonsignificant",0.391029337582608,"nonsignificant"
"121","Fresno","TCC",2013,"NonHisp_other_per",0.0229943791517629,0.0773623905951719,0,0,NA,0,NA
"122","Fresno","Control",2013,"NonHisp_other_per",0.0143260611518153,0.0481679285068817,-37.6975518353276,0.156469104439376,"nonsignificant",0.186431273374575,"nonsignificant"
"123","Fresno","TCC",2014,"NonHisp_other_per",0.0406204777983701,0.0743489576474833,0,0,NA,0,NA
"124","Fresno","Control",2014,"NonHisp_other_per",0.0487904045537711,0.079500412806293,20.1128278105306,0.123469593639793,"nonsignificant",0.147112707315497,"nonsignificant"
"125","Fresno","TCC",2015,"NonHisp_other_per",0.0437535388891749,0.0777955191490436,0,0,NA,0,NA
"126","Fresno","Control",2015,"NonHisp_other_per",0.0759784796090189,0.102355389423381,73.6510498075776,0.41232320813465,"nonsignificant",0.491278716075328,"nonsignificant"
"127","Fresno","TCC",2016,"NonHisp_other_per",0.0432327958903413,0.0768686073157999,0,0,NA,0,NA
"128","Fresno","Control",2016,"NonHisp_other_per",0.0583017532170075,0.0843784145689083,34.8553847058334,0.217171035795604,"nonsignificant",0.258756978820294,"nonsignificant"
"129","Fresno","TCC",2017,"NonHisp_other_per",0.0465128297888834,0.07711170248084,0,0,NA,0,NA
"130","Fresno","Control",2017,"NonHisp_other_per",0.0720194246676818,0.101816084176101,54.8377619563677,0.328514896314445,"nonsignificant",0.391422004119339,"nonsignificant"
"131","Fresno","TCC",2018,"NonHisp_other_per",0.0451580531861515,0.0758276600192009,0,0,NA,0,NA
"132","Fresno","Control",2018,"NonHisp_other_per",0.129572411043556,0.160745997622191,186.930905788675,0.781292274320217,"nonsignificant",0.930901433232599,"nonsignificant"
"133","Fresno","TCC",2013,"bornFor_per",27.4220746039857,2.52883761646817,0,0,NA,0,NA
"134","Fresno","Control",2013,"bornFor_per",24.9600916867914,2.7037305232071,-8.97810597027724,1.09397800509901,"nonsignificant",1.30346315501158,"nonsignificant"
"135","Fresno","TCC",2014,"bornFor_per",27.1725608672472,2.29718203410849,0,0,NA,0,NA
"136","Fresno","Control",2014,"bornFor_per",23.4681845903639,2.19803316242936,-13.6327830673789,1.91663710991423,"significant",2.28365272670632,"significant"
"137","Fresno","TCC",2015,"bornFor_per",26.1723374684717,1.89171929335112,0,0,NA,0,NA
"138","Fresno","Control",2015,"bornFor_per",23.8490287075445,2.10709533626631,-8.8769631819321,1.34966985547681,"nonsignificant",1.60811727461066,"nonsignificant"
"139","Fresno","TCC",2016,"bornFor_per",25.9930827526575,1.80894159447908,0,0,NA,0,NA
"140","Fresno","Control",2016,"bornFor_per",22.5357098238454,1.81054810827298,-13.3011269256189,2.22218258150178,"significant",2.64770690561914,"significant"
"141","Fresno","TCC",2017,"bornFor_per",25.5510478306933,1.82922500661281,0,0,NA,0,NA
"142","Fresno","Control",2017,"bornFor_per",22.7643112885304,1.66764411198559,-10.9065450490658,1.85197148182107,"significant",2.20660431876553,"significant"
"143","Fresno","TCC",2018,"bornFor_per",24.8820873055695,1.64116260213518,0,0,NA,0,NA
"144","Fresno","Control",2018,"bornFor_per",22.2146915179906,1.73714787692942,-10.7201447966216,1.83608836502816,"significant",2.1876797540761,"significant"
"145","Fresno","TCC",2013,"bornAs_per",4.37659683188554,0.976770285156542,0,0,NA,0,NA
"146","Fresno","Control",2013,"bornAs_per",5.71814497973886,0.851543480331137,30.6527697063508,1.70302143570554,"significant",2.02913192339383,"significant"
"147","Fresno","TCC",2014,"bornAs_per",4.55457107314225,0.973728042556748,0,0,NA,0,NA
"148","Fresno","Control",2014,"bornAs_per",6.37324659483635,0.984348001762777,39.9307748740295,2.16072839840646,"significant",2.57448490022898,"significant"
"149","Fresno","TCC",2015,"bornAs_per",4.42940237813353,0.789922818527172,0,0,NA,0,NA
"150","Fresno","Control",2015,"bornAs_per",6.96127151012362,1.14658063932966,57.1605132215823,2.99130176302018,"significant",3.56410422827936,"significant"
"151","Fresno","TCC",2016,"bornAs_per",3.93927063730227,0.779736229100041,0,0,NA,0,NA
"152","Fresno","Control",2016,"bornAs_per",6.56935826427352,1.18719695136982,66.7658525937788,3.04605261727934,"significant",3.62933928867326,"significant"
"153","Fresno","TCC",2017,"bornAs_per",3.99493526964521,0.72383508602242,0,0,NA,0,NA
"154","Fresno","Control",2017,"bornAs_per",6.05992016132351,1.00859142898325,51.6900713603225,2.73623969994202,"significant",3.26020049354794,"significant"
"155","Fresno","TCC",2018,"bornAs_per",3.98645258404415,0.702263325486072,0,0,NA,0,NA
"156","Fresno","Control",2018,"bornAs_per",6.06797568025516,1.09323649936204,52.2149217211898,2.63522198088262,"significant",3.13983895594525,"significant"
"157","Fresno","TCC",2013,"bornAf_per",0.0306591722023505,0.0719813003615275,0,0,NA,0,NA
"158","Fresno","Control",2013,"bornAf_per",0.0286521223036306,0.0634683418934993,-6.54632775299143,0.034403699808091,"nonsignificant",0.0409916423245339,"nonsignificant"
"159","Fresno","TCC",2014,"bornAf_per",0.0431592576607682,0.0743035276152503,0,0,NA,0,NA
"160","Fresno","Control",2014,"bornAf_per",0.0630209392152877,0.0847231112067813,46.0195161618215,0.289932444231103,"nonsignificant",0.345451422913654,"nonsignificant"
"161","Fresno","TCC",2015,"bornAf_per",0.0411798013074587,0.0722799464047787,0,0,NA,0,NA
"162","Fresno","Control",2015,"bornAf_per",0.170438211014826,0.15185406349208,313.887890673128,1.26431104993524,"nonsignificant",1.50641316588028,"nonsignificant"
"163","Fresno","TCC",2016,"bornAf_per",0.0432327958903413,0.0718231576857532,0,0,NA,0,NA
"164","Fresno","Control",2016,"bornAf_per",0.306084204389289,0.330958398031137,607.990769705625,1.27676096492786,"nonsignificant",1.52124710714809,"nonsignificant"
"165","Fresno","TCC",2017,"bornAf_per",0.0387606914907362,0.0711275541488622,0,0,NA,0,NA
"166","Fresno","Control",2017,"bornAf_per",0.290135396518375,0.279255163427868,648.52998065764,1.43495100212918,"nonsignificant",1.70972885360072,"nonsignificant"
"167","Fresno","TCC",2018,"bornAf_per",0.0501756146512795,0.0785948651055903,0,0,NA,0,NA
"168","Fresno","Control",2018,"bornAf_per",0.328914581879797,0.288950985282673,555.526761686435,1.53122999719054,"nonsignificant",1.82444425197171,"nonsignificant"
"169","Fresno","TCC",2013,"bornLA_per",0.0664282064384262,0.103523681612919,0,0,NA,0,NA
"170","Fresno","Control",2013,"bornLA_per",0.0695837255945315,0.0830179000644678,4.75026999115248,0.039117207397627,"nonsignificant",0.0466077364737683,"nonsignificant"
"171","Fresno","TCC",2014,"bornLA_per",0.0761633958719439,0.103147512005149,0,0,NA,0,NA
"172","Fresno","Control",2014,"bornLA_per",0.0223622687538118,0.0556687117069197,-70.6390865352036,0.755073042886562,"nonsignificant",0.899661497907393,"nonsignificant"
"173","Fresno","TCC",2015,"bornLA_per",21.472692644258,1.88308012969134,0,0,NA,0,NA
"174","Fresno","Control",2015,"bornLA_per",15.9678015524252,1.90976269996412,-25.6367060388437,3.37640114154508,"significant",4.02294604098988,"significant"
"175","Fresno","TCC",2016,"bornLA_per",21.7588118610447,1.74818083657147,0,0,NA,0,NA
"176","Fresno","Control",2016,"bornLA_per",14.8461250156165,1.58648464980556,-31.7695970238343,4.81687687042274,"significant",5.73925754773774,"significant"
"177","Fresno","TCC",2017,"bornLA_per",21.251195121321,1.81154816311171,0,0,NA,0,NA
"178","Fresno","Control",2017,"bornLA_per",15.6961191818593,1.51563191900524,-26.1400636893514,3.86886595037071,"significant",4.60971262171829,"significant"
"179","Fresno","TCC",2018,"bornLA_per",20.6623181133969,1.62093731780409,0,0,NA,0,NA
"180","Fresno","Control",2018,"bornLA_per",15.2157878999302,1.53604657726739,-26.3597249039316,4.01209766670147,"significant",4.78037168798473,"significant"
"181","Fresno","TCC",2013,"income_median",22843,1,0,0,NA,0,NA
"182","Fresno","Control",2013,"income_median",25319,1,10.8392067591822,2880.06006190843,"significant",3431.56092482707,"significant"
"183","Fresno","TCC",2014,"income_median",22332,1,0,0,NA,0,NA
"184","Fresno","Control",2014,"income_median",26387,1,18.1578004656994,4716.73810623534,"significant",5619.94327551444,"significant"
"185","Fresno","TCC",2015,"income_median",22148,1,0,0,NA,0,NA
"186","Fresno","Control",2015,"income_median",26502,1,19.6586599241466,5064.53211209585,"significant",6034.33613356101,"significant"
"187","Fresno","TCC",2016,"income_median",23075,1,0,0,NA,0,NA
"188","Fresno","Control",2016,"income_median",24848,1,7.68364030335861,2062.33703140697,"significant",2457.25263316575,"significant"
"189","Fresno","TCC",2017,"income_median",23405,1,0,0,NA,0,NA
"190","Fresno","Control",2017,"income_median",26905,1,14.9540696432386,4071.16729268155,"significant",4850.75251893972,"significant"
"191","Fresno","TCC",2018,"income_median",24171,1,0,0,NA,0,NA
"192","Fresno","Control",2018,"income_median",27223,1,12.6267014190559,3550.05787921831,"significant",4229.85619651543,"significant"
"193","Fresno","TCC",2013,"hhs_125kplus_per",2.37694364662771,1.09461439211528,0,0,NA,0,NA
"194","Fresno","Control",2013,"hhs_125kplus_per",1.74463056926392,0.807698064153438,-26.6019380922592,0.764622111368726,"nonsignificant",0.911039111418057,"nonsignificant"
"195","Fresno","TCC",2014,"hhs_125kplus_per",1.7144517628826,0.878699490678867,0,0,NA,0,NA
"196","Fresno","Control",2014,"hhs_125kplus_per",1.62873251200668,0.809227125512775,-4.99980534487579,0.118042436830533,"nonsignificant",0.140646307712976,"nonsignificant"
"197","Fresno","TCC",2015,"hhs_125kplus_per",2.16964461024936,0.796671808727593,0,0,NA,0,NA
"198","Fresno","Control",2015,"hhs_125kplus_per",2.08504238446814,0.903691153999503,-3.89935869596152,0.115521430810469,"nonsignificant",0.137642555859282,"nonsignificant"
"199","Fresno","TCC",2016,"hhs_125kplus_per",1.92344681669552,0.744527453008364,0,0,NA,0,NA
"200","Fresno","Control",2016,"hhs_125kplus_per",1.71896316507503,0.826055907696685,-10.631105047749,0.302478255215408,"nonsignificant",0.360399623235379,"nonsignificant"
"201","Fresno","TCC",2017,"hhs_125kplus_per",2.32291367938056,0.886187536780615,0,0,NA,0,NA
"202","Fresno","Control",2017,"hhs_125kplus_per",3.01163586584531,1.11042432137807,29.6490649901556,0.797461138231419,"nonsignificant",0.950166462573605,"nonsignificant"
"203","Fresno","TCC",2018,"hhs_125kplus_per",1.8971449827955,0.775334521539922,0,0,NA,0,NA
"204","Fresno","Control",2018,"hhs_125kplus_per",3.16953983982625,1.00155311956275,67.0689308708416,1.65253807998315,"significant",1.96898154210759,"significant"
"205","Fresno","TCC",2013,"poverty_per",50.5058259081563,3.73317899397269,0,0,NA,0,NA
"206","Fresno","Control",2013,"poverty_per",41.9121307666777,3.57450240057452,-17.0152551452302,2.7351357221736,"significant",3.25888511578131,"significant"
"207","Fresno","TCC",2014,"poverty_per",52.6925791216546,3.69817307558502,0,0,NA,0,NA
"208","Fresno","Control",2014,"poverty_per",41.6678678060332,3.1254311600921,-20.9227020187568,3.74550020340466,"significant",4.46272364660981,"significant"
"209","Fresno","TCC",2015,"poverty_per",52.6807237261367,3.24119278948692,0,0,NA,0,NA
"210","Fresno","Control",2015,"poverty_per",42.0010400416017,3.09888231094942,-20.2724695660103,3.91773908768552,"significant",4.6679444449019,"significant"
"211","Fresno","TCC",2016,"poverty_per",52.2454557878912,3.36206794555532,0,0,NA,0,NA
"212","Fresno","Control",2016,"poverty_per",46.6183014530654,3.37198845745448,-10.7706100941511,1.94398319300531,"significant",2.31623529379356,"significant"
"213","Fresno","TCC",2017,"poverty_per",50.2625845019275,3.61428033085738,0,0,NA,0,NA
"214","Fresno","Control",2017,"poverty_per",42.9807232423215,3.3672691661803,-14.4876379353845,2.42493346686669,"significant",2.88928242860711,"significant"
"215","Fresno","TCC",2018,"poverty_per",50.0871412232449,4.15687783964666,0,0,NA,0,NA
"216","Fresno","Control",2018,"poverty_per",41.9867923008778,3.12400327874666,-16.1725119951701,2.56256019655937,"significant",3.0532632129218,"significant"
