bedrooms,rent,sqft,date,longitude,latitude
3.0,1095.0,,2014-05-19,-119.703752,36.80366400000001
1.0,785.0,642.0,2014-05-19,-119.861805,36.812375
2.0,905.0,900.0,2014-05-19,-119.754233,36.839336
2.0,1065.0,918.0,2014-05-19,-119.76297,36.872179
3.0,1200.0,1450.0,2014-05-19,-119.827278,36.835975
1.0,700.0,795.0,2014-05-19,-119.761077,36.808549
2.0,760.0,90.0,2014-05-19,-119.714091,36.816637
3.0,1200.0,1588.0,2014-05-19,-119.817679,36.762948
2.0,695.0,800.0,2014-05-19,-119.754576,36.764655
2.0,685.0,,2014-05-19,-119.7604,36.7949
3.0,895.0,1100.0,2014-05-19,-119.559232,36.526698
2.0,659.0,,2014-05-19,-119.743898,36.779318
2.0,,743.0,2014-05-19,-119.7061,36.7528
2.0,,,2014-05-19,-119.7106,36.8149
,,,2014-05-19,-119.7604,36.7949
2.0,,,2014-05-19,-119.6518,36.8432
2.0,900.0,909.0,2014-05-19,-119.754876,36.768449
2.0,675.0,,2014-05-19,-119.762,36.8236
2.0,929.0,1217.0,2014-05-19,-119.8319,36.8303
1.0,575.0,,2014-05-19,-119.7604,36.7949
2.0,,,2014-05-19,-119.792579,36.801148
2.0,1900.0,1753.0,2014-05-19,-119.7589,36.8878
4.0,1800.0,1998.0,2014-05-19,-119.774786,36.856474
3.0,1245.0,1151.0,2014-05-19,-119.76297,36.872179
,,,2014-05-19,-119.7061,36.7528
2.0,650.0,800.0,2014-05-19,-119.718103,36.759293
3.0,1100.0,1747.0,2014-05-19,-118.3121,33.742
1.0,699.0,634.0,2014-05-19,-119.8319,36.8303
2.0,620.0,884.0,2014-05-19,-119.7061,36.7528
5.0,2000.0,3224.0,2014-05-19,-119.600773,36.805763
1.0,530.0,700.0,2014-05-19,-119.696933,36.73989
2.0,800.0,1120.0,2014-05-19,-122.0006,37.3983
2.0,,950.0,2014-05-19,-119.844005,36.793648
3.0,1175.0,1721.0,2014-05-19,-119.79372,36.838004
2.0,319.0,841.0,2014-05-19,-119.792216,36.71409600000001
4.0,1395.0,1793.0,2014-05-19,-119.876383,36.770306
3.0,900.0,1204.0,2014-05-19,-118.3699,34.2209
,,,2014-05-19,-119.7604,36.7949
1.0,630.0,785.0,2014-05-19,-119.813236,36.84038
3.0,995.0,1296.0,2014-05-19,-119.846597,36.424949
3.0,1120.0,1737.0,2014-05-19,-119.782507,36.794702
3.0,1000.0,1162.0,2014-05-19,-119.750141,36.780424
3.0,802.0,1109.0,2014-05-19,-119.543438,36.609448
3.0,,1058.0,2014-05-19,-119.721774,36.757349
2.0,800.0,1195.0,2014-05-19,-117.1969,33.7044
,,,2014-05-19,-119.32796,36.615166
3.0,875.0,900.0,2014-05-19,-119.754277,36.806749
3.0,1100.0,,2014-05-19,-119.671,36.6282
3.0,1200.0,1700.0,2014-05-19,-119.765396,36.814095
2.0,695.0,800.0,2014-05-19,-119.754576,36.764655
2.0,701.0,937.0,2014-05-19,-119.70937,36.815435
3.0,652.0,1058.0,2014-05-19,-119.323862,36.624586
2.0,625.0,890.0,2014-05-19,-119.734726,36.738621
3.0,1000.0,1103.0,2014-05-19,-121.4419,38.5178
3.0,1200.0,1700.0,2014-05-19,-119.765568,36.81382
3.0,1200.0,1700.0,2014-05-19,-119.765396,36.813957
2.0,745.0,998.0,2014-05-19,-119.851262,36.793622
5.0,2100.0,2400.0,2014-05-19,-119.73748,36.874727
1.0,691.0,,2014-05-19,-119.851262,36.793622
3.0,1200.0,1500.0,2014-05-19,-119.882581,36.833941
3.0,1075.0,,2014-05-19,-119.699306,36.717421
,,,2014-05-19,-119.306951,36.621539
2.0,,,2014-05-19,-119.790578,36.783749
1.0,390.0,597.0,2014-05-19,-119.31188799999998,36.63194
,,,2014-05-19,-120.644738,36.970283
3.0,1050.0,1744.0,2014-05-19,-117.8552,34.1287
3.0,995.0,,2014-05-19,-119.8801,36.7918
2.0,625.0,890.0,2014-05-19,-119.734726,36.738621
3.0,1000.0,1551.0,2014-05-19,-117.0721,32.7607
2.0,730.0,975.0,2014-05-19,-119.822089,36.786448
2.0,850.0,1060.0,2014-05-19,-119.7106,36.8149
2.0,850.0,731.0,2014-05-19,-119.8286,36.7863
2.0,700.0,725.0,2014-05-19,-119.764692,36.814149
2.0,850.0,731.0,2014-05-19,-119.829203,36.779216
2.0,695.0,770.0,2014-05-19,-119.7532,36.74
2.0,845.0,864.0,2014-05-19,-119.781482,36.811517
2.0,800.0,1600.0,2014-05-19,-122.7473,38.4822
2.0,900.0,1336.0,2014-05-19,-121.9881,36.9721
3.0,1200.0,1700.0,2014-05-19,-119.765739,36.813957
2.0,895.0,972.0,2014-05-19,-119.781482,36.811517
2.0,650.0,800.0,2014-05-19,-119.3065,36.3114
,,,2014-05-19,-119.7604,36.7949
3.0,1050.0,1572.0,2014-05-19,-118.426,34.4132
2.0,685.0,800.0,2014-05-19,-119.6802,36.8253
4.0,1100.0,2497.0,2014-05-19,-117.7858,33.8544
1.0,530.0,700.0,2014-05-19,-119.696933,36.73989
3.0,1050.0,1235.0,2014-05-19,-119.726172,36.716462
3.0,695.0,900.0,2014-05-19,-119.793186,36.748732
3.0,1050.0,1614.0,2014-05-19,-121.8673,39.8032
2.0,800.0,1122.0,2014-05-19,-119.815822,36.807137
4.0,1200.0,2271.0,2014-05-19,-121.3372,38.7703
3.0,1195.0,1664.0,2014-05-19,-119.7789,36.775749
3.0,1000.0,1691.0,2014-05-19,-119.9865,38.917
1.0,625.0,650.0,2014-05-19,-119.744902,36.807552
3.0,1000.0,1846.0,2014-05-19,-119.5143,37.2125
2.0,795.0,930.0,2014-05-19,-120.055592,36.930943
3.0,1095.0,1271.0,2014-05-19,-119.8801,36.7918
3.0,1095.0,1271.0,2014-05-19,-119.863758,36.814507
3.0,1450.0,1800.0,2014-05-20,-119.848652,36.838364
1.0,600.0,,2014-05-20,-119.8286,36.7863
3.0,1350.0,1500.0,2014-05-20,-119.717175,36.795749
2.0,715.0,675.0,2014-05-20,-119.718211,36.806072
2.0,675.0,,2014-05-20,-119.766064,36.807463
3.0,1000.0,,2014-05-20,-119.7604,36.7949
3.0,1100.0,1450.0,2014-05-20,-119.759678,36.834849
2.0,800.0,,2014-05-20,-119.3914,36.9943
2.0,1355.0,1495.0,2014-05-20,-119.74926,36.842469
,,,2014-05-20,-119.0884,36.2096
,,,2014-05-20,-119.2459,35.7715
1.0,700.0,,2014-05-20,-119.6449,37.3476
1.0,895.0,810.0,2014-05-20,-119.714327,36.826171
2.0,1335.0,1256.0,2014-05-20,-119.749088,36.842246
2.0,1200.0,1220.0,2014-05-20,-119.7655,36.8579
4.0,950.0,,2014-05-20,-119.62296,36.55951500000001
2.0,705.0,870.0,2014-05-20,-119.756083,36.815813
,,,2014-05-20,-119.719648,36.755975
,,,2014-05-20,-119.7061,36.7528
3.0,845.0,1421.0,2014-05-20,-119.801,36.8411
,,,2014-05-20,-119.7061,36.7528
1.0,495.0,425.0,2014-05-20,-119.795556,36.771148
,,,2014-05-20,-119.7061,36.7528
,,,2014-05-20,-119.7061,36.7528
2.0,685.0,750.0,2014-05-20,-120.049449,36.72027
1.0,595.0,650.0,2014-05-20,-119.742705,36.779292
,,,2014-05-20,-119.732058,36.803648
2.0,1065.0,918.0,2014-05-20,-119.76297,36.872179
2.0,690.0,730.0,2014-05-20,-119.71826,36.761725
,,,2014-05-20,-119.720078,36.75621500000001
,,,2014-05-20,-119.732058,36.803648
3.0,950.0,1497.0,2014-05-20,-119.884901,36.834985
2.0,1396.0,1374.0,2014-05-20,-119.764716,36.868155
3.0,1500.0,1791.0,2014-05-20,-119.714627,36.826205
1.0,691.0,,2014-05-20,-119.851262,36.793622
3.0,1395.0,1743.0,2014-05-20,-119.567996,36.717843
2.0,997.0,744.0,2014-05-20,-119.681774,36.832249
2.0,829.0,843.0,2014-05-20,-119.853647,36.811817
4.0,1650.0,,2014-05-20,-119.75574,36.859828
1.0,1250.0,989.0,2014-05-20,-119.764538,36.870008
2.0,970.0,842.0,2014-05-20,-119.793672,36.86347
1.0,1035.0,818.0,2014-05-20,-119.769511,36.871575
3.0,1200.0,1360.0,2014-05-20,-119.774674,36.846602
1.0,885.0,794.0,2014-05-20,-119.774674,36.846602
3.0,1109.0,,2014-05-20,-119.853662,36.80814
2.0,929.0,1217.0,2014-05-20,-119.853647,36.811817
2.0,1310.0,1376.0,2014-05-20,-119.749389,36.841473
1.0,1215.0,932.0,2014-05-20,-119.759817,36.854282
2.0,1435.0,1271.0,2014-05-20,-119.748917,36.842349
1.0,1015.0,832.0,2014-05-20,-119.769511,36.871575
2.0,745.0,998.0,2014-05-20,-119.851262,36.793622
1.0,415.0,2000.0,2014-05-20,-119.694822,36.801502
2.0,695.0,800.0,2014-05-20,-119.754576,36.764655
3.0,1195.0,1210.0,2014-05-20,-119.784408,36.810075
3.0,750.0,1000.0,2014-05-20,-119.739604,36.753155
3.0,895.0,1100.0,2014-05-20,-119.559232,36.526698
2.0,,950.0,2014-05-20,-119.844005,36.793648
3.0,875.0,900.0,2014-05-20,-119.754277,36.806749
2.0,925.0,870.0,2014-05-20,-119.861827,36.812341
2.0,695.0,900.0,2014-05-20,-119.770901,36.772149
,695.0,800.0,2014-05-20,-119.754576,36.764655
2.0,699.0,876.0,2014-05-20,-119.731795,36.732149
2.0,695.0,800.0,2014-05-20,-119.754576,36.764655
3.0,1536.0,1403.0,2014-05-20,-119.764538,36.869871
1.0,945.0,727.0,2014-05-20,-119.732609,36.813957
,,,2014-05-20,-119.721451,36.755734
2.0,690.0,730.0,2014-05-20,-119.71826,36.761725
2.0,740.0,,2014-05-20,-119.5433,36.508
2.0,700.0,725.0,2014-05-20,-119.764692,36.814149
2.0,892.0,930.0,2014-05-20,-119.871383,36.793647
,,,2014-05-20,-119.7061,36.7528
2.0,699.0,,2014-05-20,-119.823598,36.790048
2.0,1291.0,1060.0,2014-05-20,-119.768988,36.86917
,639.0,884.0,2014-05-20,-119.7061,36.7528
,625.0,624.0,2014-05-20,-119.723075,36.815549
2.0,840.0,871.0,2014-05-20,-119.871383,36.793647
2.0,650.0,,2014-05-20,-119.547644,36.514281
2.0,1310.0,1235.0,2014-05-20,-119.666369,36.837042
2.0,1275.0,1156.0,2014-05-20,-119.73226499999998,36.81368300000001
2.0,755.0,820.0,2014-05-20,-119.779065,36.851432
2.0,,,2014-05-20,-119.731775,36.766349
2.0,690.0,730.0,2014-05-20,-119.71826,36.761725
2.0,699.0,,2014-05-20,-119.7061,36.7528
2.0,1085.0,,2014-05-20,-119.774674,36.846602
4.0,1850.0,2200.0,2014-05-20,-119.7655,36.8579
3.0,1695.0,1945.0,2014-05-20,-119.684243,36.844718
4.0,750.0,1317.0,2014-05-20,-119.792216,36.71409600000001
1.0,885.0,794.0,2014-05-20,-119.774674,36.846602
1.0,890.0,671.0,2014-05-20,-119.793672,36.86347
1.0,700.0,,2014-05-20,-119.758943,36.760849
2.0,699.0,,2014-05-20,-119.823598,36.790048
1.0,525.0,420.0,2014-05-20,-119.7532,36.74
,609.0,400.0,2014-05-20,-119.8286,36.7863
3.0,1028.0,1058.0,2014-05-20,-119.756578,36.866349
3.0,1200.0,1700.0,2014-05-20,-119.765568,36.813957
2.0,1095.0,967.0,2014-05-20,-119.73175,36.814095
2.0,705.0,870.0,2014-05-20,-119.755483,36.815813
1.0,975.0,730.0,2014-05-20,-119.76297,36.872179
3.0,1200.0,1700.0,2014-05-20,-119.765396,36.81382
2.0,1160.0,960.0,2014-05-20,-119.76297,36.872179
2.0,659.0,,2014-05-20,-119.743898,36.779318
2.0,829.0,843.0,2014-05-20,-119.853647,36.811817
2.0,1275.0,1156.0,2014-05-20,-119.731922,36.81368300000001
1.0,895.0,878.0,2014-05-20,-119.754233,36.839336
3.0,850.0,1507.0,2014-05-20,-119.801,36.8411
2.0,,,2014-05-20,-118.991409,37.645344
2.0,650.0,,2014-05-20,-119.760422,36.794149
1.0,945.0,727.0,2014-05-20,-119.731064,36.814507
3.0,1015.0,1100.0,2014-05-20,-119.8801,36.7918
,,,2014-05-20,-119.795694,36.771377
3.0,1450.0,1635.0,2014-05-20,-119.6802,36.8253
,,,2014-05-20,-119.798429,36.851683
2.0,705.0,870.0,2014-05-20,-119.755847,36.81583
2.0,895.0,1000.0,2014-05-20,-119.8801,36.7918
1.0,635.0,693.0,2014-05-20,-119.718075,36.807178
,,,2014-05-20,-119.8801,36.7918
3.0,1500.0,,2014-05-20,-119.658945,36.815744
2.0,760.0,880.0,2014-05-20,-119.762,36.8236
,535.0,400.0,2014-05-20,-120.049449,36.72027
2.0,,,2014-05-20,-119.813236,36.84038
2.0,600.0,890.0,2014-05-20,-119.734726,36.738621
1.0,885.0,794.0,2014-05-20,-119.774674,36.846602
,,,2014-05-20,-119.328089,36.615183
2.0,650.0,,2014-05-20,-119.731773,36.767415
2.0,700.0,860.0,2014-05-20,-119.8286,36.7863
2.0,775.0,1020.0,2014-05-20,-119.8286,36.7863
3.0,1150.0,1250.0,2014-05-20,-119.736814,36.807859
2.0,825.0,828.0,2014-05-20,-119.785463,36.791201
2.0,685.0,800.0,2014-05-20,-119.716086,36.806175
2.0,,,2014-05-20,-119.790578,36.783749
2.0,745.0,907.0,2014-05-20,-119.762,36.8236
1.0,740.0,630.0,2014-05-20,-119.871383,36.793647
2.0,895.0,980.0,2014-05-20,-119.779022,36.851329
2.0,1078.0,905.0,2014-05-20,-119.756578,36.866349
1.0,691.0,,2014-05-20,-119.851262,36.793622
2.0,745.0,998.0,2014-05-20,-119.851262,36.793622
2.0,815.0,1055.0,2014-05-20,-119.762,36.8236
2.0,319.0,841.0,2014-05-20,-119.792216,36.71409600000001
1.0,625.0,610.0,2014-05-20,-119.715786,36.80145
1.0,615.0,700.0,2014-05-20,-119.754576,36.764655
3.0,1294.0,1115.0,2014-05-20,-119.681774,36.832249
3.0,1265.0,1283.0,2014-05-20,-119.869895,36.828146
3.0,1450.0,1326.0,2014-05-20,-119.665596,36.836922
3.0,2000.0,1818.0,2014-05-20,-119.574637,36.78772100000001
2.0,700.0,725.0,2014-05-20,-119.764692,36.814149
2.0,755.0,820.0,2014-05-20,-119.778979,36.851329
3.0,875.0,900.0,2014-05-20,-119.754277,36.806749
2.0,1000.0,1140.0,2014-05-20,-119.774674,36.846602
4.0,,,2014-05-20,-119.9987,36.6486
,,,2014-05-20,-119.7061,36.7528
1.0,785.0,642.0,2014-05-20,-119.861612,36.812375
1.0,675.0,863.0,2014-05-20,-119.698879,36.738285
1.0,675.0,863.0,2014-05-20,-119.698879,36.738285
2.0,960.0,1120.0,2014-05-20,-119.869981,36.828043
2.0,675.0,863.0,2014-05-20,-119.698879,36.738285
,,,2014-05-20,-119.7061,36.7528
,,,2014-05-20,-119.7061,36.7528
1.0,575.0,675.0,2014-05-20,-119.698879,36.738285
2.0,1109.0,1270.0,2014-05-20,-119.853647,36.811817
,,,2014-05-20,-119.7061,36.7528
1.0,850.0,806.0,2014-05-20,-119.869895,36.827974
,,,2014-05-20,-119.7061,36.7528
4.0,2500.0,4000.0,2014-05-20,-119.8806,36.9528
3.0,1109.0,,2014-05-20,-119.853662,36.80814
1.0,625.0,624.0,2014-05-20,-119.723075,36.815549
2.0,675.0,912.0,2014-05-20,-119.82008,36.793848
2.0,1275.0,1156.0,2014-05-20,-119.731922,36.81382
1.0,924.0,1161.0,2014-05-20,-119.853647,36.811817
,,,2014-05-20,-119.719262,36.7568
,,,2014-05-20,-120.2691,37.1014
2.0,1005.0,1005.0,2014-05-20,-119.866572,36.81860800000001
3.0,1050.0,1235.0,2014-05-20,-119.726172,36.716462
,,,2014-05-20,-120.050474,36.983742
2.0,999.0,819.0,2014-05-20,-119.7655,36.8579
2.0,1030.0,1058.0,2014-05-20,-119.793672,36.86347
,,,2014-05-20,-120.0335,37.0402
2.0,755.0,820.0,2014-05-20,-119.779086,36.851295
3.0,1100.0,1332.0,2014-05-20,-119.714433,36.835159
2.0,929.0,1217.0,2014-05-20,-119.853647,36.811817
,625.0,,2014-05-20,-120.0335,37.0402
1.0,530.0,700.0,2014-05-20,-119.696933,36.73989
1.0,715.0,660.0,2014-05-20,-119.779086,36.851501
,,,2014-05-20,-120.08200000000001,36.9403
2.0,750.0,1050.0,2014-05-20,-119.8801,36.7918
1.0,656.0,760.0,2014-05-20,-119.8801,36.7918
,750.0,1050.0,2014-05-20,-119.8801,36.7918
2.0,750.0,950.0,2014-05-20,-119.701753,36.816053
2.0,756.0,875.0,2014-05-20,-119.871383,36.793647
2.0,875.0,900.0,2014-05-20,-119.695405,36.81169000000001
1.0,656.0,760.0,2014-05-20,-119.8801,36.7918
2.0,639.0,884.0,2014-05-20,-119.7061,36.7528
2.0,745.0,998.0,2014-05-20,-119.851262,36.793622
3.0,1200.0,1360.0,2014-05-20,-119.774674,36.846602
3.0,985.0,1072.0,2014-05-20,-119.871383,36.793647
2.0,924.0,,2014-05-20,-119.853662,36.80814
,,,2014-05-20,-119.7061,36.7528
2.0,695.0,,2014-05-20,-119.760422,36.794149
2.0,995.0,1200.0,2014-05-20,-119.605751,36.584416
4.0,1400.0,2400.0,2014-05-20,-119.9532,36.7863
2.0,924.0,,2014-05-20,-119.853662,36.80814
2.0,865.0,942.0,2014-05-20,-119.7843,36.809817
1.0,650.0,,2014-05-20,-119.776977,36.76881
2.0,800.0,900.0,2014-05-20,-119.6802,36.8253
1.0,1102.0,846.0,2014-05-20,-119.764716,36.868155
3.0,,1058.0,2014-05-20,-119.721774,36.757349
2.0,875.0,900.0,2014-05-20,-119.695405,36.81169000000001
3.0,1350.0,1560.0,2014-05-20,-119.733476,36.799076
1.0,1215.0,932.0,2014-05-20,-119.760075,36.853939
1.0,495.0,,2014-05-20,-119.692772,36.737731
,,,2014-05-20,-120.0335,37.0402
3.0,1500.0,,2014-05-20,-119.658751,36.815744
3.0,1125.0,1480.0,2014-05-20,-119.700383,36.739233
,975.0,,2014-05-20,-119.884783,36.806086
2.0,750.0,950.0,2014-05-20,-119.776978,36.777571
1.0,850.0,794.0,2014-05-20,-119.774674,36.846602
2.0,700.0,,2014-05-20,-119.790578,36.783749
3.0,995.0,1016.0,2014-05-20,-119.82799,36.789195
,,,2014-05-20,-120.098462,37.010158
3.0,652.0,1058.0,2014-05-20,-119.323754,36.624595
2.0,595.0,,2014-05-20,-119.718174,36.759916
1.0,1130.0,900.0,2014-05-20,-119.684222,36.844718
2.0,,,2014-05-20,-119.754015,36.821849
2.0,600.0,890.0,2014-05-20,-119.734726,36.738621
2.0,690.0,905.0,2014-05-20,-119.731064,36.769486
3.0,1150.0,1296.0,2014-05-20,-119.730504,36.76192
4.0,1500.0,2400.0,2014-05-20,-119.673971,36.72845
4.0,1595.0,2050.0,2014-05-20,-119.744647,36.86994
2.0,765.0,904.0,2014-05-20,-119.718075,36.801049
2.0,750.0,959.0,2014-05-20,-119.853277,36.796262
2.0,1095.0,969.0,2014-05-20,-119.774677,36.848398
3.0,1195.0,1210.0,2014-05-20,-119.7843,36.80943900000001
2.0,895.0,980.0,2014-05-20,-119.778979,36.851364
2.0,650.0,,2014-05-20,-119.731773,36.767415
1.0,,620.0,2014-05-20,-119.721774,36.757349
2.0,895.0,980.0,2014-05-20,-119.779086,36.851449
4.0,771.0,1313.0,2014-05-20,-119.535756,36.613668
2.0,900.0,959.0,2014-05-20,-119.853277,36.796262
4.0,1395.0,1800.0,2014-05-20,-119.733381,36.832027
4.0,771.0,1313.0,2014-05-20,-119.536185,36.613254
3.0,1265.0,1283.0,2014-05-20,-119.870067,36.828592
3.0,1000.0,,2014-05-20,-119.838535,36.789087
2.0,829.0,843.0,2014-05-20,-119.853647,36.811817
2.0,960.0,1120.0,2014-05-20,-119.870367,36.828455
4.0,771.0,1313.0,2014-05-20,-119.536185,36.613254
2.0,600.0,890.0,2014-05-20,-119.734726,36.738621
3.0,1195.0,1210.0,2014-05-20,-119.781482,36.811517
,,,2014-05-20,-119.7604,36.7949
1.0,695.0,636.0,2014-05-20,-119.858437,36.820004
3.0,895.0,1100.0,2014-05-20,-119.559232,36.526698
2.0,1483.0,1155.0,2014-05-20,-119.763851,36.870832
1.0,530.0,700.0,2014-05-20,-119.696933,36.73989
3.0,1109.0,,2014-05-20,-119.853662,36.80814
3.0,1050.0,1235.0,2014-05-20,-119.726172,36.716462
2.0,1310.0,1109.0,2014-05-20,-119.665875,36.836991
2.0,825.0,875.0,2014-05-20,-119.7106,36.8149
2.0,745.0,907.0,2014-05-20,-119.762,36.8236
2.0,745.0,850.0,2014-05-20,-119.858201,36.820107
1.0,735.0,719.0,2014-05-20,-119.798098,36.85193
2.0,825.0,875.0,2014-05-20,-119.7106,36.8149
2.0,745.0,850.0,2014-05-20,-119.858201,36.820107
2.0,820.0,875.0,2014-05-20,-119.7106,36.8149
2.0,795.0,956.0,2014-05-20,-119.858372,36.820245
1.0,945.0,727.0,2014-05-20,-119.732609,36.81368300000001
1.0,850.0,806.0,2014-05-20,-119.869938,36.828592
2.0,820.0,875.0,2014-05-20,-119.7106,36.8149
1.0,550.0,,2014-05-20,-119.815167,36.792962
1.0,740.0,620.0,2014-05-20,-119.756578,36.866349
2.0,825.0,875.0,2014-05-20,-119.7106,36.8149
2.0,815.0,1055.0,2014-05-20,-119.762,36.8236
,,,2014-05-20,-119.776983,36.769555
2.0,805.0,995.0,2014-05-20,-119.718075,36.801049
3.0,1200.0,1400.0,2014-05-20,-119.853223,36.782377
2.0,699.0,876.0,2014-05-20,-119.731795,36.732149
2.0,715.0,765.0,2014-05-20,-119.77193,36.801828
2.0,675.0,863.0,2014-05-20,-119.698879,36.738285
2.0,720.0,860.0,2014-05-20,-119.8286,36.7863
2.0,1420.0,1266.0,2014-05-20,-119.684243,36.844667
2.0,785.0,1020.0,2014-05-20,-119.8286,36.7863
2.0,675.0,863.0,2014-05-20,-119.698879,36.738285
1.0,625.0,624.0,2014-05-20,-119.723075,36.815549
2.0,675.0,863.0,2014-05-20,-119.698879,36.738285
2.0,650.0,800.0,2014-05-20,-119.758873,36.79437100000001
2.0,600.0,890.0,2014-05-20,-119.734726,36.738621
1.0,575.0,675.0,2014-05-20,-119.698879,36.738285
2.0,699.0,,2014-05-20,-119.7061,36.7528
,639.0,884.0,2014-05-20,-119.7061,36.7528
2.0,,,2014-05-20,-119.8319,36.8303
2.0,1275.0,1156.0,2014-05-20,-119.73175,36.813545
2.0,1095.0,967.0,2014-05-20,-119.732437,36.813957
1.0,906.0,972.0,2014-05-20,-119.681774,36.832249
2.0,650.0,995.0,2014-05-20,-119.845348,36.789486
1.0,600.0,725.0,2014-05-20,-119.788227,36.789349
2.0,725.0,785.0,2014-05-20,-119.813236,36.84038
2.0,615.0,1015.0,2014-05-20,-119.734726,36.738621
1.0,625.0,610.0,2014-05-20,-119.715786,36.801175
2.0,1475.0,1220.0,2014-05-20,-119.759989,36.854076
1.0,675.0,750.0,2014-05-20,-119.780824,36.83452
2.0,924.0,1161.0,2014-05-20,-119.853647,36.811817
2.0,695.0,800.0,2014-05-20,-119.754576,36.764655
1.0,595.0,500.0,2014-05-20,-120.049449,36.72027
2.0,935.0,998.0,2014-05-20,-119.861741,36.812444
2.0,820.0,912.0,2014-05-20,-119.721457,36.735749
3.0,1800.0,,2014-05-20,-119.60158,36.565266
1.0,730.0,651.0,2014-05-20,-119.714134,36.816792
3.0,1200.0,1312.0,2014-05-20,-119.807199,36.770064
2.0,760.0,900.0,2014-05-20,-119.714155,36.816929
3.0,1195.0,1321.0,2014-05-20,-119.883607,36.800392
3.0,750.0,800.0,2014-05-20,-119.786662,36.789349
,,,2014-05-20,-119.9987,36.6486
3.0,1015.0,1100.0,2014-05-20,-119.8801,36.7918
3.0,995.0,1600.0,2014-05-20,-120.046714,36.982509
2.0,895.0,1000.0,2014-05-20,-119.8801,36.7918
,,,2014-05-20,-119.7867,36.7487
,,,2014-05-20,-119.7867,36.7487
2.0,695.0,800.0,2014-05-20,-119.754576,36.764655
3.0,1095.0,,2014-05-20,-119.703752,36.80366400000001
1.0,,620.0,2014-05-20,-119.721774,36.757349
2.0,650.0,800.0,2014-05-20,-119.7604,36.7949
2.0,743.0,875.0,2014-05-20,-119.871383,36.793647
3.0,800.0,,2014-05-20,-119.893194,36.796469
2.0,695.0,937.0,2014-05-20,-119.817774,36.791605
2.0,650.0,890.0,2014-05-20,-119.7061,36.7528
2.0,650.0,890.0,2014-05-20,-119.7061,36.7528
3.0,1200.0,1700.0,2014-05-20,-119.765568,36.814095
1.0,499.0,725.0,2014-05-20,-119.788227,36.789349
2.0,659.0,,2014-05-20,-119.743898,36.779318
3.0,1250.0,1275.0,2014-05-20,-119.689097,36.799082
,,,2014-05-20,-119.311931,36.631957
3.0,1195.0,1100.0,2014-05-20,-119.758149,36.834849
1.0,500.0,610.0,2014-05-20,-119.766794,36.756702
2.0,1095.0,800.0,2014-05-20,-119.454861,36.951675
3.0,1200.0,1700.0,2014-05-20,-119.765396,36.814095
3.0,793.0,1103.0,2014-05-20,-119.798268,36.442659
1.0,755.0,700.0,2014-05-20,-119.762,36.8236
1.0,691.0,,2014-05-20,-119.851262,36.793622
2.0,745.0,998.0,2014-05-20,-119.851262,36.793622
3.0,1250.0,1500.0,2014-05-20,-119.688104,36.749787
2.0,760.0,850.0,2014-05-20,-119.780824,36.83452
1.0,675.0,700.0,2014-05-20,-119.780824,36.83452
1.0,49.0,,2014-05-20,-119.815804,36.808041
3.0,2000.0,2445.0,2014-05-20,-119.825156,36.840444
2.0,825.0,850.0,2014-05-20,-119.780824,36.83452
3.0,673.0,1007.0,2014-05-20,-119.9987,36.6486
1.0,390.0,597.0,2014-05-20,-119.31191,36.631853
2.0,550.0,800.0,2014-05-20,-119.738725,36.760486
1.0,630.0,785.0,2014-05-20,-119.813236,36.84038
3.0,1050.0,1000.0,2014-05-20,-119.81728,36.789148
2.0,685.0,,2014-05-20,-119.750106,36.807557
4.0,1300.0,1524.0,2014-05-20,-119.811879,36.77225
2.0,600.0,890.0,2014-05-20,-119.734726,36.738621
2.0,675.0,863.0,2014-05-20,-119.698879,36.738285
,,,2014-05-20,-119.328003,36.615157
1.0,575.0,675.0,2014-05-20,-119.698879,36.738285
1.0,575.0,675.0,2014-05-20,-119.698879,36.738285
2.0,700.0,,2014-05-20,-119.790578,36.783749
2.0,675.0,863.0,2014-05-20,-119.698879,36.738285
2.0,675.0,863.0,2014-05-20,-119.698879,36.738285
2.0,700.0,725.0,2014-05-20,-119.764692,36.814149
3.0,1350.0,1515.0,2014-05-20,-119.7061,36.7528
2.0,900.0,1160.0,2014-05-20,-119.8286,36.7863
1.0,495.0,425.0,2014-05-20,-119.795556,36.771148
2.0,600.0,890.0,2014-05-20,-119.734726,36.738621
2.0,850.0,1000.0,2014-05-20,-119.8801,36.7918
3.0,875.0,900.0,2014-05-20,-119.754277,36.806749
3.0,700.0,1000.0,2014-05-20,-119.9987,36.6486
1.0,595.0,650.0,2014-05-20,-119.770969,36.772149
2.0,795.0,1100.0,2014-05-20,-119.7106,36.8149
2.0,650.0,,2014-05-20,-119.3065,36.3114
2.0,650.0,700.0,2014-05-20,-119.8286,36.7863
2.0,625.0,800.0,2014-05-20,-119.76833899999998,36.806716
4.0,950.0,1000.0,2014-05-20,-119.792147,36.770248
2.0,625.0,860.0,2014-05-20,-119.753275,36.733726
2.0,600.0,850.0,2014-05-20,-119.321723,36.621759
2.0,775.0,1100.0,2014-05-20,-119.8286,36.7863
2.0,699.0,876.0,2014-05-20,-119.731795,36.732149
2.0,850.0,1100.0,2014-05-20,-119.797078,36.82398900000001
2.0,695.0,1000.0,2014-05-20,-119.777402,36.8154
3.0,1175.0,1721.0,2014-05-20,-119.816036,36.829073
3.0,900.0,2210.0,2014-05-20,-119.809168,36.775617
