"","group","year","var","estimate","MOE","growth_per_base2013","statsig_90per_value","statsig_90per","statsig_95per_value","statsig_95per"
"2928","Los Angeles County",2018,"hlth_ins_pub_per",37.9775882437976,0.141722877835947,28.0369350104252,75.3610952467628,"significant",89.7919432727386,"significant"
"2929","Los Angeles County",2013,"tenure_renter_per",53.098502561461,0.202774098040195,0,NA,NA,NA,NA
"2930","Los Angeles County",2014,"tenure_renter_per",53.617099233251,0.140403548712455,0.976669108869436,7.73428137178219,"significant",9.21531397488942,"significant"
"2931","Los Angeles County",2015,"tenure_renter_per",54.0347139456751,0.201723247433408,1.76315967315733,8.51349099107843,"significant",10.1437339468169,"significant"
"2932","Los Angeles County",2016,"tenure_renter_per",54.306921868644,0.2097403286396,2.27580675327764,8.7967423476508,"significant",10.4812249248605,"significant"
"2933","Los Angeles County",2017,"tenure_renter_per",54.1040022481198,0.201649693425915,1.89364979830646,6.466651718902,"significant",7.70494672890451,"significant"
"2934","Los Angeles County",2018,"tenure_renter_per",54.186961167947,0.170306262054842,2.0498856916466,6.76163996585866,"significant",8.05642208698052,"significant"
"2935","Los Angeles County",2013,"tenure_owner_per",46.901497438539,0.264871042962748,0,NA,NA,NA,NA
"2936","Los Angeles County",2014,"tenure_owner_per",46.382900766749,0.257102597398214,-1.10571452962588,-5.16771986764015,"nonsignificant",-6.15728324654997,"nonsignificant"
"2937","Los Angeles County",2015,"tenure_owner_per",45.9652860543249,0.289149540497903,-1.99612258743107,-6.20986719147396,"nonsignificant",-7.3989906962243,"nonsignificant"
"2938","Los Angeles County",2016,"tenure_owner_per",45.693078131356,0.299402091521444,-2.57650474543286,-6.4198056387474,"nonsignificant",-7.64913012276286,"nonsignificant"
"2939","Los Angeles County",2017,"tenure_owner_per",45.8959977518802,0.303167385649625,-2.14385412315778,-4.59362325238046,"nonsignificant",-5.47325323687885,"nonsignificant"
"2940","Los Angeles County",2018,"tenure_owner_per",45.813038832053,0.272941150750352,-2.32073316616882,-4.70774884053837,"nonsignificant",-5.60923266106699,"nonsignificant"
"2941","Los Angeles County",2013,"hhs_rent30plus_per",56.4072442771901,0.304966386715569,0,NA,NA,NA,NA
"2942","Los Angeles County",2014,"hhs_rent30plus_per",56.9655836491272,0.297259974487004,0.989836286263799,4.82246227351807,"significant",5.74591249610664,"significant"
"2943","Los Angeles County",2015,"hhs_rent30plus_per",56.8624481763168,0.26568690757615,0.806995457692994,2.92723881137349,"significant",3.48777390291309,"significant"
"2944","Los Angeles County",2016,"hhs_rent30plus_per",56.4899013560804,0.271177098837957,0.146536282616647,0.43013924999973,"nonsignificant",0.51250634042521,"nonsignificant"
"2945","Los Angeles County",2017,"hhs_rent30plus_per",56.1129078758875,0.318551876705804,-0.521806028772107,-1.22751735281416,"nonsignificant",-1.46257386718283,"nonsignificant"
"2946","Los Angeles County",2018,"hhs_rent30plus_per",55.4649228570791,0.296421085096829,-1.67056808427011,-3.64486752496016,"nonsignificant",-4.34282088080359,"nonsignificant"
"2947","Los Angeles County",2013,"hhs_rent50plus_per",30.6777007902477,0.248951506496757,0,NA,NA,NA,NA
"2948","Los Angeles County",2014,"hhs_rent50plus_per",31.0264277447604,0.215009076230982,1.13674410249,3.89952079614528,"significant",4.64623754434331,"significant"
"2949","Los Angeles County",2015,"hhs_rent50plus_per",30.9009806090098,0.198227484871734,0.727824488180338,1.82491589270067,"significant",2.17436787215398,"significant"
"2950","Los Angeles County",2016,"hhs_rent50plus_per",30.5532442072437,0.208837470357278,-0.405690712791505,-0.813386341408341,"nonsignificant",-0.969141172741854,"nonsignificant"
"2951","Los Angeles County",2017,"hhs_rent50plus_per",30.1111600967897,0.267068886504306,-1.8467508283348,-2.85385983247283,"nonsignificant",-3.4003436301804,"nonsignificant"
"2952","Los Angeles County",2018,"hhs_rent50plus_per",29.5077812758166,0.215061086063505,-3.81358277932928,-5.84994554604319,"nonsignificant",-6.9701478846472,"nonsignificant"
"2953","Los Angeles County",2013,"hhs_mort30plus_per",30.3010762340126,0.241780648241139,0,NA,NA,NA,NA
"2954","Los Angeles County",2014,"hhs_mort30plus_per",29.4358391265464,0.237146014843728,-2.85546658733853,-9.3974860319166,"nonsignificant",-11.197004633773,"nonsignificant"
"2955","Los Angeles County",2015,"hhs_mort30plus_per",28.4856978462929,0.215601767959812,-5.99113501348811,-14.5756654094342,"nonsignificant",-17.3667502750706,"nonsignificant"
